event_id,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations
7481,2015-05-02,1430546400,35.0,25.0,28.9,39.9,25.0,30.9,22.3,69.92,0.0,,0.0,,,,,19.8,102.1,,53.8,9.2,,,0.0,05:24:25,1430565865,17:58:12,1430611092,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['78741099999', '78735099999', 'MNRS', '78733099999', 'MNJU', 'MNMG']"
8803,2011-03-12,1299916800,10.9,5.8,7.1,10.9,2.2,4.8,4.4,82.78,5.28,,29.17,,,,38.9,22.8,115.6,1015.6,96.3,15.3,,,0.0,06:28:15,1299940095,18:11:42,1299982302,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72698524242', '72695994281', 'KTTD', '72698024229', 'KPDX', 'KUAO']"
7936,2015-09-02,1441148400,12.4,9.2,10.6,12.4,6.1,9.5,8.1,84.94,3.66,,12.5,,,,53.6,31.8,305.2,1018.4,83.1,26.0,,,0.0,06:15:47,1441170947,20:09:37,1441220977,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['03068099999', '03080099999', '03062099999', '03066099999', '03063099999', 'EGQK']"
2191,2010-08-02,1280725200,23.6,10.1,17.1,23.6,10.1,17.2,10.0,65.4,14.6,,12.5,,,,,25.9,112.0,1008.0,69.5,11.7,,,0.0,07:13:09,1280751189,20:12:08,1280797928,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['76681099999', '76726099999', '76675399999', '76679399999', '76680099999', 'MMMX', '76675099999']"
6396,2013-04-18,1366261200,16.8,4.2,12.3,16.8,-0.5,11.2,10.7,89.76,45.53,,83.33,,,,60.8,42.1,197.5,1002.2,96.6,13.1,,,0.0,06:14:35,1366283675,19:41:03,1366332063,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72532014842', 'KBMI', '72439754831', 'KC75', 'A0001704868', 'KPIA']"
3981,2011-09-20,1316498400,23.0,14.0,17.5,23.0,14.0,17.5,14.4,83.8,24.9,,5.0,,,,,22.3,64.0,,83.5,10.9,,,0.0,05:54:00,1316519640,18:03:15,1316563395,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['MGHT', '78627099999']"
1613,2010-04-02,1270146600,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,05:06:16,1270164976,17:34:39,1270209879,0.57,,,,
1161,2009-09-12,1252684800,28.2,24.9,25.8,33.1,24.9,26.8,24.2,91.14,76.2,,30.0,,,,,10.8,188.8,1007.5,100.0,13.5,,,0.0,05:43:23,1252705403,18:00:46,1252749646,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['98222099999']
5929,2014-03-06,1394064000,7.9,5.6,6.8,6.6,1.8,4.2,6.2,95.93,19.02,,16.67,,,,50.0,42.4,216.3,1011.9,68.2,9.4,,,0.0,06:58:43,1394089123,18:03:43,1394129023,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['03144099999', '03148099999', '03140099999', 'EGPF', '03134099999', '03047099999']"
1678,2010-04-06,1270522800,23.7,20.8,22.3,23.7,20.8,22.3,21.3,93.99,0.0,,0.0,,,,55.4,32.4,247.8,,100.0,3.7,,,0.0,06:02:33,1270544553,17:47:29,1270586849,0.76,Overcast,Cloudy skies throughout the day.,wind,"['SBRJ', 'SBGL', 'SBAF', '83746099999', '83755099999']"
